id,customer_id,amount,status,region
346,CUST-719,789.17,PENDING,EU-CENTRAL
347,CUST-561,611.61,REFUNDED,US-EAST
348,CUST-831,976.94,PAID,EU-CENTRAL
349,CUST-353,782.43,PENDING,US-EAST
350,CUST-635,1189.36,REFUNDED,LATAM-NORTH
351,CUST-389,207.32,PENDING,EU-CENTRAL
352,CUST-795,502.35,REFUNDED,EU-CENTRAL
353,CUST-167,81.79,PENDING,EU-CENTRAL
354,CUST-390,131.52,PAID,AP-SOUTH
355,CUST-183,1050.47,PENDING,EU-CENTRAL
356,CUST-417,803.06,PENDING,EU-CENTRAL
357,CUST-417,172.16,REFUNDED,US-EAST
358,CUST-932,464.48,PENDING,EU-CENTRAL
359,CUST-195,810.74,PAID,LATAM-NORTH
360,CUST-416,446.96,PENDING,EU-CENTRAL
361,CUST-884,1142.38,PAID,EU-CENTRAL
362,CUST-258,287.32,PAID,US-WEST
363,CUST-619,1016.43,PAID,US-EAST
364,CUST-997,64.54,PENDING,EU-CENTRAL
365,CUST-257,174.64,PENDING,AP-SOUTH
366,CUST-928,233.4,PAID,LATAM-NORTH
367,CUST-792,71.56,REFUNDED,EU-CENTRAL
368,CUST-391,1164.11,PAID,LATAM-NORTH
369,CUST-928,650.13,PAID,EU-CENTRAL
370,CUST-551,454.05,PAID,LATAM-NORTH
371,CUST-640,938.19,PAID,LATAM-NORTH
372,CUST-241,983.93,PAID,LATAM-NORTH
373,CUST-667,776.59,PAID,EU-CENTRAL
374,CUST-185,1024.38,PENDING,EU-CENTRAL
375,CUST-250,341.89,PAID,LATAM-NORTH
376,CUST-936,1136.77,PAID,US-WEST
377,CUST-154,1117.96,PAID,AP-SOUTH
378,CUST-183,461.27,PENDING,AP-SOUTH
379,CUST-201,284.96,PAID,EU-CENTRAL
380,CUST-949,182.37,PAID,EU-CENTRAL
381,CUST-559,915.43,PAID,AP-SOUTH
382,CUST-362,1088.91,PAID,US-EAST
383,CUST-640,667.59,PAID,LATAM-NORTH
384,CUST-408,935.88,PAID,US-WEST
385,CUST-568,301.36,PAID,LATAM-NORTH
386,CUST-711,1007.29,PAID,AP-SOUTH
387,CUST-347,765.71,PAID,LATAM-NORTH
388,CUST-461,526.5,PAID,LATAM-NORTH
389,CUST-636,511.55,PENDING,US-EAST
390,CUST-657,99.86,PAID,LATAM-NORTH
391,CUST-994,673.9,PENDING,AP-SOUTH
392,CUST-482,71.37,REFUNDED,AP-SOUTH
393,CUST-907,901.83,PAID,EU-CENTRAL
394,CUST-890,304.53,PAID,US-EAST
395,CUST-659,177.42,PAID,EU-CENTRAL
396,CUST-812,999.85,PAID,AP-SOUTH
397,CUST-833,977.57,PAID,US-EAST
398,CUST-910,366.26,PAID,US-EAST
399,CUST-627,392.4,PAID,EU-CENTRAL
400,CUST-871,578.61,PENDING,US-EAST
401,CUST-986,357.61,PAID,US-EAST
402,CUST-547,166.88,PAID,EU-CENTRAL
403,CUST-447,1075.67,REFUNDED,AP-SOUTH
404,CUST-476,605.52,PAID,AP-SOUTH
405,CUST-180,965.35,PAID,AP-SOUTH
406,CUST-658,1194.22,PENDING,US-WEST
407,CUST-435,399.03,PAID,US-EAST
408,CUST-270,546.18,PAID,AP-SOUTH
409,CUST-729,547.61,PAID,EU-CENTRAL
410,CUST-176,774.57,PAID,US-EAST
411,CUST-131,625.44,PAID,US-WEST
412,CUST-135,820.14,PENDING,AP-SOUTH
413,CUST-470,99.34,PAID,EU-CENTRAL
414,CUST-795,58.21,PENDING,US-WEST
415,CUST-554,1139.61,REFUNDED,EU-CENTRAL
416,CUST-475,697.23,PAID,LATAM-NORTH
417,CUST-216,786.48,PAID,US-WEST
418,CUST-675,608.87,PAID,AP-SOUTH
419,CUST-319,934.46,PAID,AP-SOUTH
420,CUST-304,838.9,PAID,AP-SOUTH
421,CUST-276,1026.34,PAID,AP-SOUTH
422,CUST-783,976.41,PAID,EU-CENTRAL
423,CUST-407,669.0,PAID,EU-CENTRAL
424,CUST-329,956.56,PAID,LATAM-NORTH
425,CUST-909,954.64,PAID,US-WEST
426,CUST-477,445.86,PAID,LATAM-NORTH
427,CUST-167,173.13,PENDING,US-EAST
428,CUST-638,489.83,PAID,AP-SOUTH
429,CUST-228,991.54,REFUNDED,US-EAST
430,CUST-577,777.96,PAID,AP-SOUTH
431,CUST-755,171.43,PAID,LATAM-NORTH
432,CUST-543,925.98,PAID,US-WEST
433,CUST-256,1001.04,PAID,LATAM-NORTH
434,CUST-454,211.12,PAID,US-WEST
435,CUST-301,1018.2,PAID,EU-CENTRAL
436,CUST-729,167.7,PAID,EU-CENTRAL
437,CUST-706,613.04,PAID,US-WEST
438,CUST-837,222.02,PAID,LATAM-NORTH
439,CUST-142,1014.19,PAID,LATAM-NORTH
440,CUST-371,73.64,PAID,LATAM-NORTH
441,CUST-609,511.57,PENDING,US-EAST
442,CUST-594,361.81,PENDING,EU-CENTRAL
443,CUST-404,969.53,PAID,AP-SOUTH
444,CUST-550,832.56,PAID,US-WEST
445,CUST-721,568.04,REFUNDED,EU-CENTRAL
446,CUST-851,388.85,PAID,EU-CENTRAL
447,CUST-627,174.3,REFUNDED,EU-CENTRAL
448,CUST-577,145.3,PENDING,US-WEST
449,CUST-244,335.62,PAID,US-WEST
450,CUST-984,362.45,PAID,AP-SOUTH
451,CUST-933,312.96,REFUNDED,US-WEST
452,CUST-294,1121.83,PAID,EU-CENTRAL
453,CUST-610,1195.24,REFUNDED,AP-SOUTH
454,CUST-502,606.9,PAID,US-EAST
455,CUST-697,1160.69,REFUNDED,US-WEST
456,CUST-606,77.42,PAID,EU-CENTRAL
457,CUST-967,357.18,REFUNDED,US-EAST
458,CUST-844,528.49,PAID,EU-CENTRAL
459,CUST-152,451.81,REFUNDED,AP-SOUTH
460,CUST-666,682.94,PENDING,EU-CENTRAL
461,CUST-561,106.77,PAID,LATAM-NORTH
462,CUST-796,993.87,PAID,LATAM-NORTH
463,CUST-503,171.82,PAID,US-EAST
464,CUST-873,678.24,PAID,EU-CENTRAL
465,CUST-612,730.91,PAID,AP-SOUTH
466,CUST-923,65.92,PAID,EU-CENTRAL
467,CUST-627,559.25,PENDING,LATAM-NORTH
468,CUST-426,407.0,PAID,LATAM-NORTH
469,CUST-707,1188.93,REFUNDED,EU-CENTRAL
470,CUST-645,618.63,PAID,LATAM-NORTH
471,CUST-477,373.75,PENDING,US-EAST
472,CUST-697,815.09,PAID,AP-SOUTH
473,CUST-771,724.35,PAID,EU-CENTRAL
474,CUST-697,288.5,PENDING,US-EAST
475,CUST-893,221.2,REFUNDED,LATAM-NORTH
476,CUST-132,194.38,REFUNDED,US-WEST
477,CUST-295,1138.88,PENDING,US-EAST
478,CUST-255,540.43,PAID,AP-SOUTH
479,CUST-582,504.25,PAID,LATAM-NORTH
480,CUST-432,632.05,PAID,LATAM-NORTH
481,CUST-570,464.65,PENDING,US-WEST
482,CUST-792,423.95,PENDING,EU-CENTRAL
483,CUST-352,739.89,PAID,US-WEST
484,CUST-889,372.23,PENDING,EU-CENTRAL
485,CUST-424,851.78,PAID,AP-SOUTH
486,CUST-394,681.38,PAID,EU-CENTRAL
487,CUST-504,818.41,PENDING,AP-SOUTH
488,CUST-397,1146.44,PAID,US-WEST
489,CUST-454,1147.27,PAID,US-EAST
490,CUST-306,901.86,PAID,US-WEST
491,CUST-240,1120.97,PAID,EU-CENTRAL
492,CUST-348,894.25,PENDING,US-WEST
493,CUST-331,810.4,PAID,LATAM-NORTH
494,CUST-834,138.23,PAID,EU-CENTRAL
495,CUST-105,823.81,PAID,US-WEST
496,CUST-588,500.15,PAID,AP-SOUTH
497,CUST-887,398.98,PAID,US-EAST
498,CUST-279,294.02,PENDING,US-EAST
499,CUST-137,1061.05,REFUNDED,US-WEST
500,CUST-866,949.79,REFUNDED,US-WEST
501,CUST-405,1054.56,PAID,US-EAST
502,CUST-391,146.61,PENDING,EU-CENTRAL
503,CUST-636,1187.14,REFUNDED,LATAM-NORTH
504,CUST-971,1069.33,REFUNDED,US-WEST
505,CUST-928,572.26,PENDING,US-WEST
506,CUST-763,410.21,PAID,AP-SOUTH
507,CUST-909,36.62,PAID,EU-CENTRAL
508,CUST-279,815.79,PENDING,US-WEST
509,CUST-946,1030.25,PENDING,AP-SOUTH
510,CUST-510,628.03,REFUNDED,US-EAST
511,CUST-588,238.04,PAID,US-WEST
512,CUST-341,28.06,PAID,AP-SOUTH
513,CUST-696,1145.76,PAID,EU-CENTRAL
514,CUST-809,328.63,PAID,EU-CENTRAL
515,CUST-414,807.99,PAID,AP-SOUTH
516,CUST-806,829.57,REFUNDED,EU-CENTRAL
517,CUST-476,773.68,PAID,EU-CENTRAL
518,CUST-589,278.57,PAID,US-WEST
519,CUST-482,902.33,REFUNDED,LATAM-NORTH
520,CUST-875,848.29,REFUNDED,AP-SOUTH
521,CUST-880,966.35,PENDING,US-WEST
522,CUST-994,822.8,PAID,LATAM-NORTH
523,CUST-179,547.16,PENDING,EU-CENTRAL
524,CUST-617,152.41,PENDING,LATAM-NORTH
525,CUST-268,695.79,PAID,US-WEST
526,CUST-834,541.37,PENDING,US-WEST
527,CUST-556,596.82,PENDING,LATAM-NORTH
528,CUST-525,555.05,PAID,LATAM-NORTH
529,CUST-788,88.13,PENDING,AP-SOUTH
530,CUST-360,873.47,PAID,AP-SOUTH
531,CUST-533,702.41,PAID,US-EAST
532,CUST-170,658.57,PAID,US-EAST
533,CUST-887,358.77,PAID,US-WEST
534,CUST-559,461.86,REFUNDED,AP-SOUTH
535,CUST-236,463.26,REFUNDED,LATAM-NORTH
536,CUST-502,159.99,PAID,LATAM-NORTH
537,CUST-954,878.87,PAID,US-WEST
538,CUST-789,1174.62,PAID,AP-SOUTH
539,CUST-353,647.68,REFUNDED,US-WEST
540,CUST-293,428.47,REFUNDED,EU-CENTRAL
541,CUST-729,58.02,PAID,AP-SOUTH
542,CUST-708,263.18,PAID,US-EAST
543,CUST-350,725.39,REFUNDED,US-EAST
544,CUST-652,494.67,PAID,US-WEST
545,CUST-339,185.36,PAID,EU-CENTRAL
546,CUST-342,701.42,PAID,EU-CENTRAL
547,CUST-326,1183.12,PAID,LATAM-NORTH
548,CUST-705,344.68,PAID,LATAM-NORTH
549,CUST-452,675.9,REFUNDED,US-EAST
550,CUST-813,947.25,REFUNDED,EU-CENTRAL
551,CUST-485,501.75,REFUNDED,EU-CENTRAL
552,CUST-346,910.21,PAID,AP-SOUTH
553,CUST-925,1031.9,PAID,US-WEST
554,CUST-670,683.62,PAID,AP-SOUTH
