customer_id,tier,country
CUST-262,GOLD,BR
CUST-263,STANDARD,US
CUST-264,STANDARD,IN
CUST-265,GOLD,DE
CUST-266,STANDARD,JP
CUST-267,GOLD,IN
CUST-268,GOLD,JP
CUST-269,STANDARD,US
CUST-270,STANDARD,DE
CUST-271,GOLD,DE
CUST-272,PLATINUM,US
CUST-273,STANDARD,IN
CUST-274,PLATINUM,DE
CUST-275,PLATINUM,DE
CUST-276,GOLD,BR
CUST-277,STANDARD,US
CUST-278,STANDARD,DE
CUST-279,GOLD,IN
CUST-280,STANDARD,US
CUST-281,GOLD,JP
CUST-282,GOLD,DE
CUST-283,STANDARD,DE
CUST-284,STANDARD,JP
CUST-285,PLATINUM,DE
CUST-286,PLATINUM,DE
CUST-287,STANDARD,BR
CUST-288,PLATINUM,DE
CUST-289,STANDARD,BR
CUST-290,PLATINUM,BR
CUST-291,PLATINUM,US
CUST-292,PLATINUM,IN
CUST-293,PLATINUM,BR
CUST-294,GOLD,BR
CUST-295,STANDARD,US
CUST-296,STANDARD,IN
CUST-297,PLATINUM,DE
CUST-298,GOLD,BR
CUST-299,GOLD,JP
CUST-300,PLATINUM,DE
CUST-301,GOLD,BR
CUST-302,PLATINUM,BR
CUST-303,PLATINUM,BR
CUST-304,STANDARD,BR
CUST-305,GOLD,DE
CUST-306,STANDARD,IN
CUST-307,GOLD,BR
CUST-308,STANDARD,US
CUST-309,PLATINUM,JP
CUST-310,GOLD,DE
CUST-311,PLATINUM,US
CUST-312,PLATINUM,BR
CUST-313,STANDARD,JP
CUST-314,PLATINUM,BR
CUST-315,PLATINUM,DE
CUST-316,GOLD,BR
CUST-317,STANDARD,US
CUST-318,STANDARD,BR
CUST-319,PLATINUM,US
CUST-320,GOLD,DE
CUST-321,STANDARD,BR
CUST-322,PLATINUM,JP
CUST-323,STANDARD,JP
CUST-324,GOLD,US
CUST-325,STANDARD,BR
CUST-326,GOLD,DE
CUST-327,GOLD,JP
CUST-328,GOLD,BR
CUST-329,STANDARD,BR
CUST-330,PLATINUM,JP
CUST-331,PLATINUM,IN
CUST-332,GOLD,DE
CUST-333,PLATINUM,IN
CUST-334,STANDARD,BR
CUST-335,GOLD,IN
CUST-336,PLATINUM,US
CUST-337,STANDARD,US
CUST-338,STANDARD,BR
CUST-339,PLATINUM,BR
CUST-340,PLATINUM,JP
CUST-341,STANDARD,DE
CUST-342,STANDARD,IN
CUST-343,GOLD,IN
CUST-344,PLATINUM,DE
CUST-345,GOLD,BR
CUST-346,GOLD,IN
CUST-347,STANDARD,JP
CUST-348,STANDARD,IN
CUST-349,STANDARD,IN
CUST-350,STANDARD,JP
CUST-351,PLATINUM,JP
CUST-352,STANDARD,BR
CUST-353,GOLD,DE
CUST-354,GOLD,BR
CUST-355,STANDARD,JP
CUST-356,GOLD,IN
CUST-357,STANDARD,IN
CUST-358,STANDARD,JP
CUST-359,STANDARD,DE
CUST-360,STANDARD,US
CUST-361,STANDARD,DE
CUST-362,GOLD,DE
CUST-363,PLATINUM,DE
CUST-364,STANDARD,JP
CUST-365,GOLD,BR
CUST-366,STANDARD,US
CUST-367,PLATINUM,JP
CUST-368,STANDARD,US
CUST-369,PLATINUM,DE
CUST-370,GOLD,BR
CUST-371,GOLD,US
CUST-372,PLATINUM,IN
CUST-373,PLATINUM,IN
CUST-374,PLATINUM,BR
CUST-375,PLATINUM,JP
CUST-376,GOLD,BR
CUST-377,STANDARD,BR
CUST-378,GOLD,BR
CUST-379,PLATINUM,DE
CUST-380,STANDARD,JP
CUST-381,GOLD,US
CUST-382,PLATINUM,BR
CUST-383,GOLD,DE
CUST-384,PLATINUM,BR
CUST-385,STANDARD,BR
CUST-386,STANDARD,DE
CUST-387,STANDARD,DE
CUST-388,STANDARD,US
CUST-389,GOLD,DE
CUST-390,STANDARD,US
CUST-391,PLATINUM,US
CUST-392,GOLD,JP
CUST-393,GOLD,JP
CUST-394,GOLD,BR
CUST-395,PLATINUM,BR
CUST-396,PLATINUM,US
CUST-397,PLATINUM,BR
CUST-398,GOLD,BR
CUST-399,STANDARD,IN
CUST-400,GOLD,IN
CUST-401,PLATINUM,BR
CUST-402,PLATINUM,JP
CUST-403,GOLD,BR
CUST-404,PLATINUM,IN
CUST-405,PLATINUM,JP
CUST-406,STANDARD,US
CUST-407,STANDARD,US
CUST-408,STANDARD,IN
CUST-409,GOLD,US
CUST-410,STANDARD,IN
CUST-411,STANDARD,BR
CUST-412,GOLD,JP
CUST-413,GOLD,BR
CUST-414,GOLD,DE
CUST-415,GOLD,JP
CUST-416,STANDARD,JP
CUST-417,STANDARD,US
CUST-418,GOLD,US
CUST-419,GOLD,US
CUST-420,GOLD,DE
CUST-421,STANDARD,DE
CUST-422,GOLD,JP
CUST-423,GOLD,BR
CUST-424,STANDARD,US
CUST-425,STANDARD,IN
CUST-426,PLATINUM,IN
CUST-427,PLATINUM,JP
CUST-428,STANDARD,IN
CUST-429,PLATINUM,BR
CUST-430,PLATINUM,JP
CUST-431,GOLD,IN
CUST-432,PLATINUM,BR
CUST-433,GOLD,DE
CUST-434,STANDARD,DE
CUST-435,GOLD,DE
CUST-436,PLATINUM,DE
CUST-437,GOLD,DE
CUST-438,PLATINUM,DE
CUST-439,PLATINUM,BR
CUST-440,GOLD,DE
CUST-441,PLATINUM,US
CUST-442,PLATINUM,JP
CUST-443,STANDARD,US
CUST-444,STANDARD,US
CUST-445,GOLD,IN
CUST-446,STANDARD,IN
CUST-447,GOLD,BR
CUST-448,GOLD,JP
CUST-449,PLATINUM,BR
CUST-450,GOLD,JP
CUST-451,PLATINUM,BR
CUST-452,PLATINUM,US
CUST-453,STANDARD,JP
CUST-454,GOLD,BR
CUST-455,PLATINUM,BR
CUST-456,GOLD,JP
CUST-457,STANDARD,DE
CUST-458,GOLD,US
CUST-459,STANDARD,BR
CUST-460,GOLD,IN
CUST-461,STANDARD,US
CUST-462,PLATINUM,DE
CUST-463,GOLD,BR
CUST-464,PLATINUM,IN
CUST-465,GOLD,BR
CUST-466,GOLD,DE
CUST-467,STANDARD,IN
CUST-468,PLATINUM,IN
CUST-469,GOLD,BR
CUST-470,GOLD,IN
CUST-471,PLATINUM,JP
CUST-472,GOLD,DE
CUST-473,GOLD,IN
CUST-474,GOLD,JP
CUST-475,GOLD,JP
CUST-476,PLATINUM,BR
CUST-477,PLATINUM,BR
CUST-478,STANDARD,DE
CUST-479,PLATINUM,IN
CUST-480,PLATINUM,BR
CUST-481,GOLD,JP
CUST-482,PLATINUM,DE
CUST-483,STANDARD,DE
CUST-484,GOLD,US
CUST-485,PLATINUM,JP
CUST-486,GOLD,DE
CUST-487,STANDARD,BR
CUST-488,STANDARD,IN
CUST-489,GOLD,IN
CUST-490,GOLD,BR
CUST-491,STANDARD,US
CUST-492,GOLD,US
CUST-493,STANDARD,DE
CUST-494,PLATINUM,DE
CUST-495,GOLD,JP
CUST-496,STANDARD,US
CUST-497,GOLD,IN
CUST-498,GOLD,IN
CUST-499,GOLD,BR
CUST-500,STANDARD,IN
CUST-501,GOLD,US
CUST-502,GOLD,US
CUST-503,GOLD,BR
CUST-504,PLATINUM,BR
CUST-505,STANDARD,BR
CUST-506,PLATINUM,IN
CUST-507,GOLD,IN
CUST-508,STANDARD,BR
CUST-509,GOLD,JP
CUST-510,PLATINUM,JP
CUST-511,STANDARD,IN
CUST-512,GOLD,DE
CUST-513,PLATINUM,IN
CUST-514,GOLD,BR
CUST-515,STANDARD,JP
CUST-516,PLATINUM,US
CUST-517,PLATINUM,IN
CUST-518,PLATINUM,IN
CUST-519,GOLD,IN
CUST-520,STANDARD,IN
CUST-521,STANDARD,JP
CUST-522,GOLD,JP
CUST-523,GOLD,BR
CUST-524,STANDARD,JP
CUST-525,GOLD,DE
CUST-526,PLATINUM,US
CUST-527,PLATINUM,DE
CUST-528,STANDARD,IN
CUST-529,STANDARD,US
CUST-530,PLATINUM,DE
CUST-531,GOLD,US
CUST-532,PLATINUM,US
CUST-533,GOLD,BR
CUST-534,PLATINUM,US
CUST-535,GOLD,BR
CUST-536,PLATINUM,US
CUST-537,GOLD,BR
CUST-538,PLATINUM,US
CUST-539,STANDARD,JP
CUST-540,GOLD,DE
CUST-541,PLATINUM,IN
CUST-542,GOLD,DE
CUST-543,PLATINUM,BR
CUST-544,PLATINUM,US
CUST-545,PLATINUM,IN
CUST-546,GOLD,JP
CUST-547,GOLD,BR
CUST-548,GOLD,BR
CUST-549,GOLD,DE
CUST-550,STANDARD,BR
CUST-551,PLATINUM,BR
CUST-552,STANDARD,JP
CUST-553,STANDARD,BR
CUST-554,GOLD,BR
CUST-555,STANDARD,BR
CUST-556,GOLD,IN
CUST-557,GOLD,BR
CUST-558,PLATINUM,US
CUST-559,GOLD,IN
CUST-560,GOLD,JP
CUST-561,GOLD,DE
CUST-562,GOLD,US
CUST-563,PLATINUM,BR
CUST-564,PLATINUM,IN
CUST-565,GOLD,JP
CUST-566,STANDARD,US
CUST-567,STANDARD,JP
CUST-568,GOLD,IN
CUST-569,PLATINUM,JP
CUST-570,GOLD,BR
CUST-571,PLATINUM,US
CUST-572,STANDARD,IN
CUST-573,PLATINUM,JP
CUST-574,STANDARD,JP
CUST-575,GOLD,DE
CUST-576,PLATINUM,JP
CUST-577,GOLD,DE
CUST-578,GOLD,US
CUST-579,GOLD,DE
CUST-580,STANDARD,BR
CUST-581,STANDARD,IN
CUST-582,GOLD,BR
CUST-583,GOLD,JP
CUST-584,PLATINUM,US
CUST-585,PLATINUM,DE
CUST-586,GOLD,US
CUST-587,STANDARD,JP
CUST-588,STANDARD,JP
CUST-589,GOLD,BR
CUST-590,GOLD,DE
CUST-591,GOLD,US
CUST-592,PLATINUM,US
CUST-593,STANDARD,US
CUST-594,PLATINUM,US
CUST-595,GOLD,IN
CUST-596,PLATINUM,JP
CUST-597,STANDARD,US
CUST-598,PLATINUM,US
CUST-599,PLATINUM,US
CUST-600,GOLD,DE
CUST-601,GOLD,JP
CUST-602,GOLD,JP
CUST-603,GOLD,JP
CUST-604,STANDARD,US
CUST-605,GOLD,US
CUST-606,PLATINUM,US
CUST-607,GOLD,JP
CUST-608,PLATINUM,BR
CUST-609,GOLD,DE
CUST-610,PLATINUM,IN
CUST-611,GOLD,US
CUST-612,PLATINUM,DE
CUST-613,GOLD,JP
CUST-614,PLATINUM,US
CUST-615,PLATINUM,JP
CUST-616,STANDARD,US
CUST-617,STANDARD,DE
CUST-618,GOLD,JP
CUST-619,STANDARD,IN
CUST-620,GOLD,DE
CUST-621,STANDARD,US
CUST-622,STANDARD,BR
CUST-623,STANDARD,US
CUST-624,GOLD,JP
CUST-625,STANDARD,IN
CUST-626,PLATINUM,IN
CUST-627,PLATINUM,DE
CUST-628,PLATINUM,DE
CUST-629,STANDARD,JP
CUST-630,GOLD,US
CUST-631,PLATINUM,IN
CUST-632,STANDARD,US
CUST-633,GOLD,DE
CUST-634,PLATINUM,US
CUST-635,STANDARD,JP
CUST-636,STANDARD,BR
CUST-637,PLATINUM,IN
CUST-638,PLATINUM,DE
CUST-639,PLATINUM,JP
CUST-640,PLATINUM,BR
CUST-641,GOLD,US
CUST-642,PLATINUM,IN
CUST-643,STANDARD,DE
CUST-644,STANDARD,BR
CUST-645,PLATINUM,DE
CUST-646,GOLD,DE
CUST-647,GOLD,BR
CUST-648,STANDARD,IN
CUST-649,GOLD,DE
CUST-650,PLATINUM,JP
CUST-651,GOLD,DE
CUST-652,GOLD,US
CUST-653,GOLD,JP
CUST-654,STANDARD,IN
CUST-655,STANDARD,JP
CUST-656,PLATINUM,BR
CUST-657,PLATINUM,BR
CUST-658,GOLD,IN
CUST-659,STANDARD,JP
CUST-660,GOLD,BR
CUST-661,STANDARD,DE
CUST-662,PLATINUM,BR
CUST-663,PLATINUM,JP
CUST-664,GOLD,IN
CUST-665,STANDARD,IN
CUST-666,GOLD,US
CUST-667,STANDARD,BR
CUST-668,GOLD,DE
CUST-669,PLATINUM,BR
CUST-670,GOLD,BR
CUST-671,PLATINUM,IN
CUST-672,STANDARD,US
CUST-673,STANDARD,BR
CUST-674,GOLD,DE
CUST-675,STANDARD,JP
CUST-676,STANDARD,DE
CUST-677,STANDARD,IN
CUST-678,GOLD,JP
CUST-679,STANDARD,IN
CUST-680,PLATINUM,US
CUST-681,STANDARD,US
CUST-682,PLATINUM,DE
CUST-683,PLATINUM,US
CUST-684,PLATINUM,US
CUST-685,GOLD,DE
CUST-686,PLATINUM,US
CUST-687,STANDARD,JP
CUST-688,STANDARD,JP
CUST-689,STANDARD,BR
CUST-690,STANDARD,BR
CUST-691,GOLD,US
CUST-692,GOLD,DE
CUST-693,STANDARD,US
CUST-694,PLATINUM,DE
CUST-695,STANDARD,JP
CUST-696,PLATINUM,JP
CUST-697,STANDARD,US
CUST-698,GOLD,BR
CUST-699,STANDARD,JP
CUST-700,GOLD,US
CUST-701,STANDARD,IN
CUST-702,STANDARD,US
CUST-703,STANDARD,US
CUST-704,GOLD,US
CUST-705,PLATINUM,BR
CUST-706,PLATINUM,US
CUST-707,STANDARD,DE
CUST-708,STANDARD,JP
CUST-709,PLATINUM,DE
CUST-710,STANDARD,DE
CUST-711,STANDARD,DE
CUST-712,STANDARD,BR
CUST-713,GOLD,US
CUST-714,STANDARD,BR
CUST-715,GOLD,JP
CUST-716,STANDARD,JP
CUST-717,PLATINUM,DE
CUST-718,PLATINUM,BR
CUST-719,GOLD,BR
CUST-720,GOLD,DE
CUST-721,STANDARD,BR
CUST-722,GOLD,IN
CUST-723,GOLD,BR
CUST-724,GOLD,IN
CUST-725,GOLD,JP
CUST-726,STANDARD,IN
CUST-727,STANDARD,DE
CUST-728,STANDARD,BR
CUST-729,PLATINUM,JP
CUST-730,STANDARD,IN
CUST-731,GOLD,JP
CUST-732,GOLD,JP
CUST-733,PLATINUM,US
CUST-734,GOLD,BR
CUST-735,PLATINUM,BR
CUST-736,PLATINUM,IN
CUST-737,PLATINUM,IN
CUST-738,PLATINUM,DE
CUST-739,GOLD,US
CUST-740,STANDARD,IN
CUST-741,STANDARD,BR
CUST-742,STANDARD,BR
CUST-743,STANDARD,DE
CUST-744,PLATINUM,US
CUST-745,GOLD,IN
CUST-746,PLATINUM,DE
CUST-747,GOLD,IN
CUST-748,STANDARD,DE
CUST-749,PLATINUM,IN
CUST-750,GOLD,US
CUST-751,STANDARD,JP
CUST-752,STANDARD,DE
CUST-753,STANDARD,US
CUST-754,STANDARD,IN
CUST-755,GOLD,DE
CUST-756,GOLD,BR
CUST-757,PLATINUM,BR
CUST-758,STANDARD,IN
CUST-759,PLATINUM,BR
CUST-760,GOLD,US
CUST-761,PLATINUM,IN
CUST-762,GOLD,JP
CUST-763,GOLD,US
CUST-764,PLATINUM,BR
CUST-765,PLATINUM,JP
CUST-766,PLATINUM,IN
CUST-767,STANDARD,US
CUST-768,GOLD,BR
CUST-769,STANDARD,DE
CUST-770,GOLD,BR
CUST-771,STANDARD,DE
CUST-772,PLATINUM,US
CUST-773,STANDARD,JP
CUST-774,GOLD,BR
CUST-775,STANDARD,BR
CUST-776,PLATINUM,DE
CUST-777,GOLD,IN
CUST-778,GOLD,DE
CUST-779,PLATINUM,IN
CUST-780,PLATINUM,JP
CUST-781,STANDARD,US
CUST-782,STANDARD,JP
CUST-783,GOLD,US
CUST-784,GOLD,BR
CUST-785,GOLD,DE
CUST-786,PLATINUM,JP
CUST-787,STANDARD,DE
CUST-788,GOLD,JP
CUST-789,STANDARD,BR
CUST-790,PLATINUM,BR
CUST-791,STANDARD,BR
CUST-792,PLATINUM,DE
CUST-793,PLATINUM,IN
CUST-794,GOLD,IN
CUST-795,STANDARD,BR
CUST-796,PLATINUM,US
CUST-797,STANDARD,JP
CUST-798,GOLD,IN
CUST-799,GOLD,DE
CUST-800,GOLD,IN
CUST-801,STANDARD,US
CUST-802,GOLD,DE
CUST-803,GOLD,BR
CUST-804,GOLD,BR
CUST-805,PLATINUM,JP
CUST-806,PLATINUM,DE
CUST-807,PLATINUM,IN
CUST-808,PLATINUM,US
CUST-809,PLATINUM,US
CUST-810,PLATINUM,BR
CUST-811,PLATINUM,IN
CUST-812,PLATINUM,IN
CUST-813,STANDARD,US
CUST-814,GOLD,JP
CUST-815,GOLD,US
CUST-816,GOLD,DE
CUST-817,STANDARD,BR
CUST-818,PLATINUM,DE
CUST-819,STANDARD,BR
CUST-820,GOLD,BR
CUST-821,GOLD,BR
CUST-822,STANDARD,DE
CUST-823,STANDARD,US
CUST-824,GOLD,BR
CUST-825,STANDARD,BR
CUST-826,PLATINUM,IN
CUST-827,PLATINUM,US
CUST-828,GOLD,DE
CUST-829,STANDARD,BR
CUST-830,GOLD,US
CUST-831,GOLD,US
CUST-832,PLATINUM,JP
CUST-833,STANDARD,IN
CUST-834,STANDARD,IN
CUST-835,PLATINUM,US
CUST-836,GOLD,JP
CUST-837,PLATINUM,JP
CUST-838,STANDARD,US
CUST-839,GOLD,JP
CUST-840,STANDARD,BR
CUST-841,PLATINUM,DE
CUST-842,PLATINUM,BR
CUST-843,GOLD,BR
CUST-844,STANDARD,US
CUST-845,PLATINUM,DE
CUST-846,STANDARD,IN
CUST-847,GOLD,JP
CUST-848,GOLD,DE
CUST-849,PLATINUM,IN
CUST-850,STANDARD,IN
CUST-851,GOLD,IN
CUST-852,PLATINUM,BR
CUST-853,GOLD,US
CUST-854,STANDARD,IN
CUST-855,GOLD,US
CUST-856,STANDARD,IN
CUST-857,PLATINUM,DE
CUST-858,GOLD,JP
CUST-859,STANDARD,DE
CUST-860,PLATINUM,JP
CUST-861,STANDARD,BR
CUST-862,STANDARD,DE
CUST-863,GOLD,DE
CUST-864,STANDARD,DE
CUST-865,GOLD,IN
CUST-866,STANDARD,IN
CUST-867,GOLD,BR
CUST-868,PLATINUM,DE
CUST-869,STANDARD,DE
CUST-870,STANDARD,BR
CUST-871,STANDARD,DE
CUST-872,PLATINUM,IN
CUST-873,STANDARD,BR
CUST-874,PLATINUM,JP
CUST-875,PLATINUM,BR
CUST-876,PLATINUM,IN
CUST-877,PLATINUM,BR
CUST-878,STANDARD,US
CUST-879,PLATINUM,IN
CUST-880,PLATINUM,US
CUST-881,GOLD,JP
CUST-882,GOLD,IN
CUST-883,GOLD,IN
CUST-884,PLATINUM,DE
CUST-885,PLATINUM,DE
CUST-886,PLATINUM,US
CUST-887,STANDARD,BR
CUST-888,GOLD,BR
CUST-889,STANDARD,BR
CUST-890,PLATINUM,BR
CUST-891,PLATINUM,DE
CUST-892,STANDARD,US
CUST-893,GOLD,US
CUST-894,STANDARD,JP
CUST-895,PLATINUM,BR
CUST-896,STANDARD,JP
CUST-897,STANDARD,IN
CUST-898,PLATINUM,JP
CUST-899,GOLD,JP
CUST-900,PLATINUM,DE
CUST-901,PLATINUM,DE
CUST-902,PLATINUM,JP
CUST-903,PLATINUM,IN
CUST-904,GOLD,DE
CUST-905,STANDARD,DE
CUST-906,PLATINUM,US
CUST-907,PLATINUM,JP
CUST-908,STANDARD,JP
CUST-909,STANDARD,IN
CUST-910,GOLD,DE
CUST-911,GOLD,JP
CUST-912,PLATINUM,BR
CUST-913,STANDARD,JP
CUST-914,STANDARD,IN
CUST-915,GOLD,BR
CUST-916,STANDARD,BR
CUST-917,STANDARD,BR
CUST-918,STANDARD,US
CUST-919,STANDARD,US
CUST-920,GOLD,JP
CUST-921,PLATINUM,DE
CUST-922,STANDARD,BR
CUST-923,GOLD,US
CUST-924,STANDARD,JP
CUST-925,STANDARD,US
CUST-926,PLATINUM,IN
CUST-927,GOLD,JP
CUST-928,GOLD,IN
CUST-929,GOLD,DE
CUST-930,GOLD,IN
CUST-931,STANDARD,US
CUST-932,STANDARD,BR
CUST-933,PLATINUM,JP
CUST-934,STANDARD,JP
CUST-935,PLATINUM,BR
CUST-936,PLATINUM,DE
CUST-937,STANDARD,BR
CUST-938,PLATINUM,JP
CUST-939,GOLD,IN
CUST-940,GOLD,US
CUST-941,PLATINUM,JP
CUST-942,STANDARD,DE
CUST-943,GOLD,US
CUST-944,GOLD,IN
CUST-945,STANDARD,DE
CUST-946,STANDARD,US
CUST-947,PLATINUM,US
CUST-948,STANDARD,JP
CUST-949,STANDARD,IN
CUST-950,PLATINUM,BR
CUST-951,STANDARD,JP
CUST-952,STANDARD,BR
CUST-953,STANDARD,DE
CUST-954,GOLD,BR
CUST-955,GOLD,US
CUST-956,PLATINUM,IN
CUST-957,STANDARD,DE
CUST-958,PLATINUM,DE
CUST-959,PLATINUM,US
CUST-960,GOLD,IN
CUST-961,GOLD,JP
CUST-962,GOLD,DE
CUST-963,PLATINUM,DE
CUST-964,PLATINUM,US
CUST-965,STANDARD,IN
CUST-966,PLATINUM,JP
CUST-967,GOLD,JP
CUST-968,STANDARD,US
CUST-969,STANDARD,JP
CUST-970,PLATINUM,DE
CUST-971,STANDARD,JP
CUST-972,GOLD,JP
CUST-973,GOLD,US
CUST-974,STANDARD,BR
CUST-975,PLATINUM,DE
CUST-976,STANDARD,IN
CUST-977,STANDARD,BR
CUST-978,PLATINUM,US
CUST-979,PLATINUM,DE
CUST-980,PLATINUM,IN
CUST-981,PLATINUM,DE
CUST-982,PLATINUM,BR
CUST-983,STANDARD,IN
CUST-984,GOLD,US
CUST-985,PLATINUM,US
CUST-986,GOLD,DE
CUST-987,PLATINUM,IN
CUST-988,STANDARD,BR
CUST-989,STANDARD,BR
CUST-990,PLATINUM,JP
CUST-991,STANDARD,BR
CUST-992,GOLD,US
CUST-993,PLATINUM,IN
CUST-994,GOLD,IN
CUST-995,GOLD,US
CUST-996,GOLD,BR
CUST-997,PLATINUM,IN
CUST-998,GOLD,DE
CUST-999,PLATINUM,IN
